method_key,n_results,n_images,macro_precision,macro_recall,macro_iou,macro_boundary_f1,pixel_accuracy,weighted_iou
xy_rgb_texture | KMeans | Postprocessed Img10-segment of 5,1,1,0.9802605107921027,0.8820004786127593,0.8666087884460603,0.2602408578337461,0.9215084566877456,0.8666087884460603
xy_hsv_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-1.5,1,1,0.8838292309955235,0.9770572678574716,0.8658595272987295,0.1895896028610889,0.912485033392165,0.8658595272987295
hsv_texture_glcm | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-0.8,1,1,0.8862537678439402,0.9739375,0.8657222222222222,0.3309970574562223,0.9611539697846352,0.8657222222222222
xy_lab | Sampled Mean Shift | Post Processed Img09-meanshift-1.5,1,1,0.950568939581844,0.9060907986414322,0.8655841003495574,0.6021437245099439,0.9259193497474748,0.8711368825319703
xy_hsv_texture_leung_malik | KMeans | Postprocessed Img03.jpg-segment of 5,1,1,0.9874151882193296,0.8744569861843042,0.8648184667394443,0.3866764562931097,0.9005511622334053,0.8648184667394443
xy_texture | KMeans | Postprocessed Img10-segment of 5,1,1,0.9733490216174666,0.8857618840161746,0.8647883611354902,0.2336616332470875,0.9199297567205612,0.8647883611354903
xy_hsv_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.9185236442410584,0.9352195230259984,0.8625829825653204,0.6466111692004567,0.9799307202906176,0.8779315777580481
hsv_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-0.8,1,1,0.9316174229057014,0.9190235590918744,0.8621258633635915,0.6911304941217429,0.9804865460392452,0.8751273652263837
xy_rgb | Quarter Resize Mean Shift | Post Processed Img10-meanshift-1.5,1,1,0.9370537510056316,0.9148192009621344,0.8618558727295851,0.3156362917885806,0.9152220379420138,0.8618558727295851
hsv | KMeans | Postprocessed Img10-segment of 5,1,1,0.882549491811431,0.9691847015726724,0.8584604681750738,0.3481993254331109,0.9076123493361478,0.8584604681750738
xy_hsv | KMeans | Postprocessed Img10-segment of 5,1,1,0.9098945977598272,0.9296255161961332,0.8512591726881454,0.2585619399962345,0.9060868639745988,0.8512591726881454
xy_lab_texture_leung_malik | KMeans | Postprocessed Img03.jpg-segment of 5,1,1,0.9861637662350934,0.8590745620282011,0.848843345940716,0.3256777856028156,0.8886989073904962,0.8488433459407159
xy_rgb | Sampled Mean Shift | Post Processed Img09-meanshift-0.8,1,1,0.90674569110574,0.9260675139120708,0.8451908657695644,0.561598433205831,0.9190834122474748,0.8522578315966446
rgb_texture_glcm | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-1.5,1,1,0.8783047542581867,0.9571875,0.845105396755325,0.4744491738307843,0.9548858887817422,0.845105396755325
hsv_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.941397985510728,0.883923043589254,0.8418385151051984,0.6337997551443917,0.9778265228136692,0.8642020326760333
xy_texture_glcm | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-0.8,1,1,0.8967352092352092,0.93215625,0.8417948356145054,0.2908603393278166,0.9549501767920284,0.8417948356145054
rgb_texture_leung_malik | KMeans | Postprocessed Img03.jpg-segment of 5,1,1,0.9832106008081886,0.853377367896311,0.8411202653259983,0.3077183016197158,0.8827209668331164,0.8411202653259983
hsv_texture_leung_malik | KMeans | Postprocessed Img03.jpg-segment of 5,1,1,0.9821481610455052,0.8536355220054124,0.8405929224484787,0.2688198383827773,0.8822222653998355,0.8405929224484787
xy_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-1.5,1,1,0.933728477781178,0.8893054592534868,0.8365063561461986,0.1301873615957289,0.8995077648978723,0.8365063561461986
lab_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-0.8,1,1,0.9386787976945276,0.8818257259333786,0.8348473079638601,0.6786983956578883,0.9727347619378468,0.8462716982190144
lab_texture_leung_malik | KMeans | Postprocessed Img03.jpg-segment of 5,1,1,0.9861141425794852,0.8445823244552058,0.8346558519248364,0.2881955462738682,0.8782715137855325,0.8346558519248365
xy_hsv | Sampled Mean Shift | Post Processed Img09-meanshift-1.5,1,1,0.9098555740872244,0.913677544832944,0.8329535169943069,0.5308237151735721,0.902856691919192,0.8364034188390566
xy_lab_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.9279892276002206,0.8755945191824325,0.8243710736047822,0.586549870632129,0.9745411956208871,0.8481578175783667
hsv | KMeans | Postprocessed Img05.jpg-segment of 4,1,1,0.8671681306422605,0.9430299079474928,0.8180692242698762,0.5545532274822627,0.9696975712399876,0.8373593977450601
xy_rgb | KMeans | Postprocessed Img10-segment of 5,1,1,0.9243563741521024,0.8767265341686558,0.8180358231685498,0.2208419680671156,0.88724711975947,0.8180358231685497
xy_texture_leung_malik | KMeans | Postprocessed Img03.jpg-segment of 5,1,1,0.9827604419749436,0.8281761857285287,0.8163168608732275,0.2527209965255263,0.8644179765675093,0.8163168608732274
LAB_XY | Sampled Mean Shift | Post Processed Img08-gaussian-0.5,1,1,0.8781816992297935,0.9290388554845006,0.8157867932264607,0.5403322158919045,0.9367207228535354,0.8994021177576599
xy_rgb_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-1.5,1,1,0.9288107037969372,0.8693847371618263,0.8150727288939513,0.11821207585945,0.8859575524829048,0.8150727288939513
rgb_texture_glcm | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-0.8,1,1,0.9153821138211382,0.879625,0.8134789896537772,0.2808549315932631,0.9481356477017036,0.8134789896537772
lab_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.9316099029914456,0.8508353230490239,0.8052869387253812,0.5096535001747545,0.9729531220533792,0.8331331254053173
rgb | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.981398242809788,0.8143693918245264,0.8019900061365828,0.2297868632902428,0.8537120873569471,0.8019900061365828
texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.8702578211853935,0.9054187554841046,0.7977369241956106,0.1114721065707359,0.8672739044443065,0.7977369241956106
xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,1,1,0.8855093810843115,0.8605860226845232,0.7951575886402268,0.5073078185589347,0.9191854184384122,0.8521748098134295
LAB_only | Sampled Mean Shift | Post Processed Img08-gaussian-0.5,1,1,0.850386720040869,0.905495844446408,0.7844668947234149,0.5188729248719789,0.9313249684343434,0.8900274134614211
xy_rgb | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-0.8,1,1,0.786466090755635,0.9900625,0.78030638884784,0.3600251427026875,0.928318868531019,0.78030638884784
xy | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.8826487770082977,0.8702107961828799,0.7799701594951051,0.3454430321307229,0.8213936438235504,0.7799701594951051
rgb_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-0.8,1,1,0.8843179308590763,0.8477447654209223,0.7687915282392026,0.4596146984134169,0.9675139700846642,0.794217542213722
xy_hsv_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.841435156138898,0.8954030764848312,0.7661301993282098,0.2686905375965244,0.8011347076767638,0.7661301993282098
xy_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.8972433956011143,0.8389314663345012,0.7653936370914017,0.0909813178650081,0.8513272609555569,0.7653936370914017
xy_hsv | KMeans | Postprocessed Img09-segment of 5,1,1,0.8723399035606643,0.8660039446601064,0.764508160906726,0.4341338172273002,0.8736091382575758,0.7706757548239352
xy_rgb_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.9026716597547934,0.8260610783513631,0.7585027593647967,0.1021354817399796,0.8479392643967681,0.7585027593647967
xy_texture_glcm | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-1.5,1,1,0.8534783941158444,0.87028125,0.7571572279165873,0.1889263981028721,0.92822243651559,0.7571572279165873
xy | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.7747785082503071,0.9693657153726736,0.7562615489195477,0.1779979671704107,0.8193701164512953,0.7562615489195477
xy_lab_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.8416805431023441,0.8774124056402222,0.7531174546899355,0.2560402526884019,0.7907332206397627,0.7531174546899355
xy_lab | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.7932420334629673,0.9358654476663656,0.7529193703531919,0.4625597085394833,0.945529076634475,0.7620638969457884
xy_lab_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.9041820564756344,0.81489344730044,0.7501164961351524,0.1015834527504862,0.8430506159590603,0.7501164961351524
xy_lab | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.9966956047990716,0.7491276171485544,0.7472716778404298,0.2190919639840778,0.8156682923038063,0.7472716778404298
xy_hsv | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.779305040541658,0.9397804322813762,0.7428530259290882,0.4868112727900374,0.9332612083254757,0.7272226490296302
xy_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.7721072930007742,0.9498824953710298,0.7418845728667672,0.2394156447271067,0.7595546660967222,0.7418845728667673
hsv_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
hsv_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
lab | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
lab_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
lab_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
rgb | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
rgb_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
rgb_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
texture_leung_malik | KMeans | Postprocessed Img03.jpg-segment of 5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
xy | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
xy_lab_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
xy_rgb_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
xy_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.7275600546628584,1.0,0.7275600546628584,0.3313362198575912,0.7275600546628584,0.7275600546628583
xy_rgb | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-1.5,1,1,0.8721822219231545,0.81009375,0.7241263722450347,0.3988365592450516,0.9206364513018322,0.7241263722450347
xy_lab | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,1,1,0.8107427104126701,0.8349762379333499,0.720901132179868,0.5395840054703571,0.9387957331882566,0.8468005673707503
xy | KMeans | Postprocessed Img03.jpg-segment of 5,1,1,0.8150836947682298,0.8565286284005127,0.717169157380837,0.3337990467511642,0.7542373430223898,0.717169157380837
xy_hsv | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,1,1,0.8570236803145409,0.8032533468752986,0.7111211759148757,0.3641653330623213,0.855862275036201,0.763009959446696
xy_hsv_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.8293192878813491,0.8297696197122917,0.7087363138686131,0.3582962983410163,0.7518992752637612,0.7087363138686132
xy_lab | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.7308492619099308,0.7257362892702525,0.7077696358981715,0.5358696529099923,0.9579021970233876,0.9307307444935442
xy_hsv | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.7256638977134422,0.7276403757715609,0.7043998808874364,0.5254269585189277,0.9567761241042602,0.9313167837262256
