image_id,selected_from_own_gt_macro_iou,selected_from_own_gt_boundary_f1,feature_set,method_dir,algorithm,prediction_name,method_key,peer_gt_source_path,prediction_path,prediction_rel_path,matching,gt_shape,n_gt_labels,n_pred_labels,gt_label_id,gt_label_name,pred_label_after_matching_id,pred_label_after_matching_name,raw_count,row_normalized_value
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,3,3 (#ffff00),2,2 (#ff7f00),2061,0.14484503478810878
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,3,3 (#ffff00),3,3 (#ffff00),12168,0.8551549652118912
Img04,0.7951575886402268,0.5073078185589347,xy_lab,Sampled Mean Shift,Mean Shift,Post Processed Img04.jpg-meanshift-0.8,xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img04/mask.png,/mnt/data/work_input/outputs/Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,many_to_one,417x626,8,40,0,background_or_#000000,0,background_or_#000000,28972,0.753596046299909
Img04,0.7951575886402268,0.5073078185589347,xy_lab,Sampled Mean Shift,Mean Shift,Post Processed Img04.jpg-meanshift-0.8,xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img04/mask.png,/mnt/data/work_input/outputs/Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,many_to_one,417x626,8,40,0,background_or_#000000,1,green beans (#0000ff),74,0.0019248276759006374
Img04,0.7951575886402268,0.5073078185589347,xy_lab,Sampled Mean Shift,Mean Shift,Post Processed Img04.jpg-meanshift-0.8,xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img04/mask.png,/mnt/data/work_input/outputs/Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,many_to_one,417x626,8,40,0,background_or_#000000,2,corn kernels (#00ff00),560,0.014566263493302119
Img04,0.7951575886402268,0.5073078185589347,xy_lab,Sampled Mean Shift,Mean Shift,Post Processed Img04.jpg-meanshift-0.8,xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img04/mask.png,/mnt/data/work_input/outputs/Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,many_to_one,417x626,8,40,0,background_or_#000000,3,cashew nuts (#4b0082),4815,0.12524385485758877
Img04,0.7951575886402268,0.5073078185589347,xy_lab,Sampled Mean Shift,Mean Shift,Post Processed Img04.jpg-meanshift-0.8,xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img04/mask.png,/mnt/data/work_input/outputs/Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,many_to_one,417x626,8,40,0,background_or_#000000,4,1 (#9400d3),2919,0.0759266484588373
Img04,0.7951575886402268,0.5073078185589347,xy_lab,Sampled Mean Shift,Mean Shift,Post Processed Img04.jpg-meanshift-0.8,xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img04/mask.png,/mnt/data/work_input/outputs/Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,many_to_one,417x626,8,40,0,background_or_#000000,5,2 (#ff0000),489,0.012719469371829887
Img04,0.7951575886402268,0.5073078185589347,xy_lab,Sampled Mean Shift,Mean Shift,Post Processed Img04.jpg-meanshift-0.8,xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img04/mask.png,/mnt/data/work_input/outputs/Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,many_to_one,417x626,8,40,0,background_or_#000000,6,soy beans (#ff7f00),593,0.015424632592014566
Img04,0.7951575886402268,0.5073078185589347,xy_lab,Sampled Mean Shift,Mean Shift,Post Processed Img04.jpg-meanshift-0.8,xy_lab | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img04/mask.png,/mnt/data/work_input/outputs/Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,Img04/xy_lab/Sampled Mean Shift/Post Processed Img04.jpg-meanshift-0.8.png,many_to_one,417x626,8,40,0,background_or_#000000,7,kidney beans (#ffff00),23,0.0005982572506177656
